,year,num_days_above_100
0,1980,2
1,1981,6
2,1982,2
3,1983,2
4,1984,2
5,1985,3
6,1986,1
7,1987,2
8,1988,1
9,1989,3
10,1990,1
11,1991,0
12,1992,0
13,1993,0
14,1994,0
15,1995,1
16,1996,3
17,1997,6
18,1998,6
19,1999,7
20,2000,5
21,2001,1
22,2002,4
23,2003,6
24,2004,14
25,2005,2
26,2006,1
27,2007,2
28,2008,0
29,2009,4
30,2010,20
31,2011,16
32,2012,18
33,2013,10
34,2014,14
35,2015,14
36,2016,3
37,2017,7
38,2018,5
39,2019,1
40,2020,1
41,2021,2
42,2022,1
43,2023,2
44,2024,2
