,precip,year,10_year_rolling_avg
10,848.6133892788785,2024,814.1768
11,655.2246264322093,2025,800.3661
12,742.3686079803447,2026,797.5384
13,725.3547740211143,2027,785.7226
14,721.7082066921503,2028,781.5034
15,853.1252924481087,2029,781.7224
16,1192.6780758455789,2030,820.7256
17,961.6533492280942,2031,824.3658
18,749.4990298042321,2032,820.249
19,801.774120253358,2033,825.1999
20,696.2775393640259,2034,809.9664
21,885.856839504755,2035,833.0296
22,895.7742603022562,2036,848.3701
23,910.8720548793935,2037,866.9219
24,660.9951630963333,2038,860.8506
25,669.0848855401273,2039,842.4465
26,829.4017514951775,2040,806.1189
27,718.1003106885328,2041,781.7636
28,890.6859734489408,2042,795.8823
29,747.8879090678092,2043,790.4937
30,568.1756142952145,2044,777.6835
31,624.5733073619376,2045,751.5551
32,795.6340963613548,2046,741.5411
33,727.4515693825742,2047,723.1991
34,655.7836005344507,2048,722.6779
35,811.7669142473751,2049,736.9461
36,847.5168505233378,2050,738.7576
37,718.4514305911653,2051,738.7927
38,702.4199161650831,2052,719.9661
39,865.0531159043458,2053,731.6826
40,835.0075573421709,2054,758.3658
41,810.3132281994403,2055,776.9398
42,658.4567046711745,2056,763.2221
43,925.51412234272,2057,783.0283
44,757.90073471293,2058,793.2401
45,654.1648130322792,2059,777.4798
46,623.7735076226163,2060,755.1055
47,735.1109331648258,2061,756.7715
48,907.5524401227958,2062,777.2847
49,743.7938811501299,2063,765.1588
50,632.3244612023009,2064,744.8905
51,705.0107667595075,2065,734.3602
52,798.5964481155097,2066,748.3742
53,798.5995593155385,2067,735.6828
54,579.7333840759566,2068,717.866
55,682.4219402505914,2069,720.6917
56,729.6491519921692,2070,731.2793
57,783.7381947707763,2071,736.142
58,690.6434545650627,2072,714.4511
59,864.0962541109257,2073,726.4814
60,787.1073801304738,2074,741.9597
61,666.1959149117756,2075,738.0782
62,781.9387777849261,2076,736.4124
63,746.8767231367165,2077,731.2401
64,810.6405008074726,2078,754.3308
65,568.4482141983099,2079,742.9335
66,771.9205727358203,2080,747.1606
