,year,num_days_above_100
0,1980,2
1,1981,0
2,1982,3
3,1983,1
4,1984,1
5,1985,0
6,1986,1
7,1987,0
8,1988,2
9,1989,0
10,1990,1
11,1991,0
12,1992,2
13,1993,1
14,1994,0
15,1995,0
16,1996,0
17,1997,0
18,1998,1
19,1999,0
20,2000,1
21,2001,0
22,2002,0
23,2003,0
24,2004,1
25,2005,0
26,2006,0
27,2007,0
28,2008,0
29,2009,0
30,2010,0
31,2011,0
32,2012,0
33,2013,0
34,2014,0
35,2015,1
36,2016,0
37,2017,0
38,2018,0
39,2019,0
40,2020,0
41,2021,0
42,2022,0
43,2023,0
