,year,num_days_above_90
0,1980,2
1,1981,0
2,1982,0
3,1983,3
4,1984,5
5,1985,2
6,1986,0
7,1987,2
8,1988,2
9,1989,1
10,1990,0
11,1991,1
12,1992,0
13,1993,6
14,1994,1
15,1995,2
16,1996,2
17,1997,4
18,1998,1
19,1999,0
20,2000,6
21,2001,3
22,2002,5
23,2003,6
24,2004,4
25,2005,1
26,2006,2
27,2007,0
28,2008,4
29,2009,1
30,2010,4
31,2011,0
32,2012,1
33,2013,0
34,2014,4
35,2015,5
36,2016,2
37,2017,4
38,2018,0
39,2019,7
40,2020,10
41,2021,0
42,2022,4
43,2023,1
