,datetime,tempmax,year,10_year_rolling_avg
52,2066-12-31 00:00:00+00:00,36.03425110740901,2066,34.2389
53,2067-12-31 00:00:00+00:00,34.65775714676615,2067,34.4162
54,2068-12-31 00:00:00+00:00,35.27704221495885,2068,34.5076
55,2069-12-31 00:00:00+00:00,35.94643533839119,2069,34.7945
56,2070-12-31 00:00:00+00:00,33.63428704411334,2070,34.4805
57,2071-12-31 00:00:00+00:00,42.98030905194281,2071,35.4432
58,2072-12-31 00:00:00+00:00,32.165098789002286,2072,35.1802
59,2073-12-31 00:00:00+00:00,35.19166595454075,2073,35.4722
60,2074-12-31 00:00:00+00:00,35.26516447431928,2074,35.4985
61,2075-12-31 00:00:00+00:00,31.057678631897964,2075,35.221
62,2076-12-31 00:00:00+00:00,36.61040828303575,2076,35.2786
63,2077-12-31 00:00:00+00:00,33.894361841348285,2077,35.2022
64,2078-12-31 00:00:00+00:00,39.47528092595573,2078,35.6221
65,2079-12-31 00:00:00+00:00,34.214794527758,2079,35.4489
66,2080-12-31 00:00:00+00:00,33.71797243511862,2080,35.4573
