datetime,tempmax
1980-01-31,13.944444444444445
1980-02-29,12.222222222222221
1980-03-31,12.666666666666664
1980-04-30,20.72222222222222
1980-05-31,30.444444444444443
1980-06-30,33.888888888888886
1980-07-31,36.5
1980-08-31,34.166666666666664
1980-09-30,32.666666666666664
1980-10-31,24.333333333333332
1980-11-30,19.444444444444443
1980-12-31,16.055555555555557
1981-01-31,8.777777777777777
1981-02-28,18.388888888888886
1981-03-31,23.388888888888886
1981-04-30,24.61111111111111
1981-05-31,30.166666666666668
1981-06-30,33.27777777777778
1981-07-31,35.72222222222222
1981-08-31,32.22222222222222
1981-09-30,30.555555555555557
1981-10-31,21.5
1981-11-30,21.11111111111111
1981-12-31,14.000000000000002
1982-01-31,13.166666666666668
1982-02-28,14.333333333333334
1982-03-31,15.166666666666666
1982-04-30,24.777777777777775
1982-05-31,28.388888888888886
1982-06-30,29.444444444444443
1982-07-31,35.77777777777778
1982-08-31,30.72222222222222
1982-09-30,29.944444444444443
1982-10-31,26.166666666666664
1982-11-30,24.66666666666667
1982-12-31,21.0
1983-01-31,14.000000000000002
1983-02-28,14.5
1983-03-31,18.88888888888889
1983-04-30,28.111111111111107
1983-05-31,25.222222222222225
1983-06-30,34.77777777777778
1983-07-31,36.111111111111114
1983-08-31,35.666666666666664
1983-09-30,35.666666666666664
1983-10-31,27.722222222222225
1983-11-30,19.111111111111114
1983-12-31,15.38888888888889
1984-01-31,10.722222222222221
1984-02-29,17.22222222222222
1984-03-31,13.166666666666668
1984-04-30,22.555555555555554
1984-05-31,29.27777777777778
1984-06-30,34.666666666666664
1984-07-31,32.72222222222222
1984-08-31,32.833333333333336
1984-09-30,29.333333333333332
1984-10-31,25.888888888888886
1984-11-30,20.444444444444443
1984-12-31,20.166666666666668
1985-01-31,12.166666666666666
1985-02-28,21.944444444444443
1985-03-31,26.22222222222222
1985-04-30,29.055555555555557
1985-05-31,30.833333333333332
1985-06-30,29.166666666666668
1985-07-31,32.5
1985-08-31,34.833333333333336
1985-09-30,33.111111111111114
1985-10-31,24.88888888888889
1985-11-30,23.833333333333336
1985-12-31,12.777777777777779
1986-01-31,16.0
1986-02-28,9.000000000000002
1986-03-31,23.61111111111111
1986-04-30,24.777777777777775
