,datetime,tempmin,year,10_year_rolling_avg
47,2061-12-31 00:00:00+00:00,-16.398827731248232,2061,-10.5617
48,2062-12-31 00:00:00+00:00,-7.757601656738407,2062,-9.8751
49,2063-12-31 00:00:00+00:00,-5.657876421930686,2063,-8.8059
50,2064-12-31 00:00:00+00:00,-5.866480920592707,2064,-8.3504
51,2065-12-31 00:00:00+00:00,-3.78953259347624,2065,-8.0029
52,2066-12-31 00:00:00+00:00,-4.640871753673084,2066,-7.2753
53,2067-12-31 00:00:00+00:00,-2.952493255905654,2067,-6.9677
54,2068-12-31 00:00:00+00:00,-4.433470618203531,2068,-6.6213
55,2069-12-31 00:00:00+00:00,-5.650594311020906,2069,-6.24
56,2070-12-31 00:00:00+00:00,-6.204709667691642,2070,-6.3352
57,2071-12-31 00:00:00+00:00,-9.543931824998262,2071,-5.6498
58,2072-12-31 00:00:00+00:00,-9.365678778699449,2072,-5.8106
59,2073-12-31 00:00:00+00:00,-13.606482925137463,2073,-6.6054
60,2074-12-31 00:00:00+00:00,-4.316680884881966,2074,-6.4504
61,2075-12-31 00:00:00+00:00,-3.0705017803290326,2075,-6.3785
62,2076-12-31 00:00:00+00:00,-9.911188629995593,2076,-6.9056
63,2077-12-31 00:00:00+00:00,-4.47738007575739,2077,-7.0581
64,2078-12-31 00:00:00+00:00,-2.660192457707851,2078,-6.8807
65,2079-12-31 00:00:00+00:00,-4.347788669189362,2079,-6.7505
66,2080-12-31 00:00:00+00:00,-4.156251123549284,2080,-6.5456
